name,b1,L,slope,h,train_error,test_error,training_time,weights,importance,filename
iris,1.00,0,1.00,1.00,0.1613202515361981,0.16131845087352958,0.0024998,"[[ 0.87938436 -0.05353936  1.        ]
 [-0.08401687  0.87938436 -0.57062015]
 [ 0.58553838 -0.21291639  0.87938436]]","[[ 1.        ]
 [-0.38801153]
 [-0.70008443]]",fcmpy/data/iris.arff
